"season","competition","confront","home_club","home_goals","home_shots","home_shots_on_target","home_fouls","home_passes","home_wrong_passes","home_interceptions","home_tackles","home_stolen_balls","home_saves","home_ball_possession","home_offsides","home_freekicks","home_penalties","away_club","away_goals","away_shots","away_shots_on_target","away_fouls","away_passes","away_wrong_passes","away_interceptions","away_tackles","away_stolen_balls","away_saves","away_ball_possession","away_offsides","away_freekicks","away_penalties"
"2022",Campeonato Brasileiro,Palmeiras x Juventude,Palmeiras,0,3,13,15,75,21,22,11,19,7,0,0,0,0,Juventude,1,8,8,12,80,17,22,15,12,13,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x São Paulo,Palmeiras,1,4,12,13,84,27,29,14,13,10,0,0,0,0,São Paulo,2,4,12,10,83,21,23,13,13,11,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Corinthians,Palmeiras,1,4,12,18,80,27,22,11,10,15,0,0,0,0,Corinthians,1,5,16,11,83,28,21,17,11,11,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Santos,Palmeiras,1,4,16,8,70,17,17,13,12,7,0,0,0,0,Santos,1,4,8,10,74,22,12,16,13,15,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Red Bull Bragantino,Palmeiras,2,9,11,17,77,23,24,18,14,5,0,0,0,0,Red Bull Bragantino,0,6,5,16,83,24,21,8,19,9,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Sport Recife,Palmeiras,0,3,8,15,88,24,19,8,13,12,0,0,0,0,Sport Recife,1,6,13,7,73,26,18,13,20,8,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Bahia,Palmeiras,0,3,8,8,76,22,20,13,15,11,0,0,0,0,Bahia,2,5,13,10,76,15,20,18,10,8,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Atlético Goianiense,Palmeiras,0,3,14,14,73,17,21,13,10,11,0,0,0,0,Atlético Goianiense,1,2,12,9,76,22,14,16,17,14,0,0,0,0
"2022",Campeonato Brasileiro,Santos x América Mineiro,Santos,1,3,16,16,69,25,22,12,19,8,0,0,0,0,América Mineiro,0,7,8,6,68,9,12,7,15,15,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Atlético Mineiro,Santos,1,6,9,8,83,19,22,15,12,6,0,0,0,0,Atlético Mineiro,2,6,8,10,84,24,24,15,14,8,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Athletico Paranaense,Santos,1,4,7,13,85,21,21,12,15,16,0,0,0,0,Athletico Paranaense,0,1,16,12,75,25,25,18,16,6,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Ceará,Santos,0,5,12,10,72,18,21,16,12,12,0,0,0,0,Ceará,0,2,12,8,81,23,23,13,14,12,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Fortaleza,Santos,2,1,19,13,69,18,12,18,8,12,0,0,0,0,Fortaleza,1,5,13,9,65,16,14,7,13,17,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Flamengo,Santos,2,7,10,13,84,25,24,18,10,14,0,0,0,0,Flamengo,0,4,14,13,80,26,28,17,10,8,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Fluminense,Santos,1,5,14,18,95,31,26,16,12,10,0,0,0,0,Fluminense,1,5,11,8,85,27,26,11,10,13,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Cuiabá,Santos,1,7,15,10,82,20,24,16,11,9,0,0,0,0,Cuiabá,1,3,10,13,80,27,23,14,13,14,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Grêmio,Santos,0,1,8,23,91,36,26,16,10,12,0,0,0,0,Grêmio,2,6,14,8,85,22,17,21,11,8,0,0,0,0
"2022",Campeonato Brasileiro,Santos x International,Santos,0,1,13,10,86,19,19,15,10,13,0,0,0,0,International,1,4,14,13,73,19,21,17,10,13,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Chapecoense,Santos,0,4,9,7,73,19,17,15,11,10,0,0,0,0,Chapecoense,4,1,14,9,74,22,16,14,19,9,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Juventude,Santos,1,8,13,14,73,24,18,15,12,10,0,0,0,0,Juventude,0,4,10,15,82,26,17,12,11,12,0,0,0,0
"2022",Campeonato Brasileiro,Santos x São Paulo,Santos,3,2,12,17,93,26,27,14,10,13,0,0,0,0,São Paulo,1,3,14,10,88,26,23,15,17,9,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Corinthians,Santos,5,6,11,14,76,21,25,14,16,11,0,0,0,0,Corinthians,2,3,13,10,71,12,20,11,15,6,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Palmeiras,Santos,3,4,11,5,68,15,17,12,16,11,0,0,0,0,Palmeiras,1,1,12,12,71,19,15,18,14,8,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Red Bull Bragantino,Santos,1,1,8,8,81,20,17,18,16,10,0,0,0,0,Red Bull Bragantino,1,3,11,10,76,19,21,12,22,7,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Sport Recife,Santos,1,7,10,9,82,24,20,10,19,10,0,0,0,0,Sport Recife,0,3,10,7,75,22,16,15,12,9,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Bahia,Santos,2,3,12,17,98,25,29,19,12,14,0,0,0,0,Bahia,1,3,15,15,85,19,31,17,9,10,0,0,0,0
"2022",Campeonato Brasileiro,Santos x Atlético Goianiense,Santos,0,3,11,24,88,26,25,17,13,8,0,0,0,0,Atlético Goianiense,0,6,8,13,87,23,25,17,10,11,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x América Mineiro,Red Bull Bragantino,1,6,17,12,76,26,19,14,10,15,0,0,0,0,América Mineiro,2,8,17,14,73,19,20,6,12,16,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Atlético Mineiro,Red Bull Bragantino,1,6,9,12,74,24,22,17,10,16,0,0,0,0,Atlético Mineiro,1,2,17,8,78,18,20,10,17,8,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Athletico Paranaense,Red Bull Bragantino,1,9,8,7,74,29,17,19,14,7,0,0,0,0,Athletico Paranaense,1,4,8,8,77,20,15,14,9,7,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Ceará,Red Bull Bragantino,1,3,16,12,75,26,23,13,16,12,0,0,0,0,Ceará,0,5,12,16,81,20,23,5,15,15,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Fortaleza,Red Bull Bragantino,0,4,14,13,74,24,26,11,13,9,0,0,0,0,Fortaleza,2,7,11,12,76,17,15,15,13,14,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Flamengo,Red Bull Bragantino,0,7,11,12,78,21,22,16,13,10,0,0,0,0,Flamengo,0,2,10,12,78,21,19,18,8,11,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Fluminense,Red Bull Bragantino,1,6,9,15,79,26,16,18,19,11,0,0,0,0,Fluminense,1,3,12,8,79,20,25,14,8,8,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Cuiabá,Red Bull Bragantino,1,4,14,19,88,28,23,15,12,12,0,0,0,0,Cuiabá,1,7,13,15,79,19,23,10,11,13,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Grêmio,Red Bull Bragantino,1,6,12,12,82,22,23,14,8,9,0,0,0,0,Grêmio,1,6,10,7,87,32,22,16,15,11,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x International,Red Bull Bragantino,1,2,10,4,62,12,11,15,13,10,0,0,0,0,International,1,5,11,6,61,11,14,15,14,9,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Chapecoense,Red Bull Bragantino,1,2,8,12,89,23,24,18,13,11,0,0,0,0,Chapecoense,3,3,14,15,84,19,28,14,17,7,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Juventude,Red Bull Bragantino,0,3,7,11,74,13,18,11,16,8,0,0,0,0,Juventude,1,4,9,11,81,21,23,15,18,7,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x São Paulo,Red Bull Bragantino,2,7,9,21,95,34,33,13,15,12,0,0,0,0,São Paulo,2,5,14,13,89,20,26,15,10,7,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Corinthians,Red Bull Bragantino,1,4,15,10,79,15,22,10,10,10,0,0,0,0,Corinthians,4,7,14,9,72,22,26,15,11,14,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Palmeiras,Red Bull Bragantino,2,4,14,4,74,22,21,10,20,9,0,0,0,0,Palmeiras,2,3,11,8,74,13,17,16,7,12,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Santos,Red Bull Bragantino,1,5,9,12,77,22,28,16,11,9,0,0,0,0,Santos,4,3,13,14,80,16,23,16,14,8,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Sport Recife,Red Bull Bragantino,1,7,14,17,74,17,28,14,16,11,0,0,0,0,Sport Recife,0,4,11,13,80,13,26,13,9,13,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Bahia,Red Bull Bragantino,0,4,14,21,85,20,24,13,15,9,0,0,0,0,Bahia,1,2,10,13,86,28,25,17,12,14,0,0,0,0
"2022",Campeonato Brasileiro,Red Bull Bragantino x Atlético Goianiense,Red Bull Bragantino,0,4,9,12,79,19,20,12,19,8,0,0,0,0,Atlético Goianiense,0,8,8,8,74,15,24,13,14,9,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x América Mineiro,Sport Recife,0,4,7,10,92,28,26,16,15,11,0,0,0,0,América Mineiro,1,2,12,22,87,23,25,18,11,7,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Atlético Mineiro,Sport Recife,1,6,11,13,69,15,18,14,15,11,0,0,0,0,Atlético Mineiro,0,2,11,9,74,17,19,11,16,10,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Athletico Paranaense,Sport Recife,2,8,9,14,79,15,25,10,16,13,0,0,0,0,Athletico Paranaense,0,6,13,10,80,18,30,15,11,7,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Ceará,Sport Recife,0,1,11,14,92,28,17,17,10,8,0,0,0,0,Ceará,2,5,10,14,93,36,24,13,18,11,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Fortaleza,Sport Recife,0,4,9,16,86,26,22,9,16,19,0,0,0,0,Fortaleza,1,4,20,12,70,17,25,16,8,9,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Flamengo,Sport Recife,0,7,7,15,94,30,24,10,13,19,0,0,0,0,Flamengo,1,2,20,15,87,28,28,10,16,7,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Fluminense,Sport Recife,0,5,10,6,72,16,18,9,14,10,0,0,0,0,Fluminense,0,7,10,11,72,20,16,9,22,10,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Cuiabá,Sport Recife,2,7,13,14,73,23,15,11,11,15,0,0,0,0,Cuiabá,1,6,16,8,62,18,15,14,8,11,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Grêmio,Sport Recife,2,4,14,10,84,25,21,14,17,12,0,0,0,0,Grêmio,0,2,12,19,85,25,27,9,12,12,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x International,Sport Recife,0,2,12,20,86,28,21,17,19,10,0,0,0,0,International,1,2,11,13,88,24,28,12,13,12,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Chapecoense,Sport Recife,0,3,11,7,72,22,19,15,12,7,0,0,0,0,Chapecoense,1,4,8,11,88,25,18,12,17,11,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Juventude,Sport Recife,1,3,11,18,87,28,21,17,19,10,0,0,0,0,Juventude,0,4,10,16,89,27,30,12,14,10,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x São Paulo,Sport Recife,1,4,8,10,91,21,20,17,12,9,0,0,0,0,São Paulo,0,5,9,16,82,25,23,21,11,7,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Corinthians,Sport Recife,0,3,11,11,72,17,23,13,12,12,0,0,0,0,Corinthians,0,1,12,23,85,24,19,18,16,11,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Palmeiras,Sport Recife,2,6,12,10,78,25,20,13,11,12,0,0,0,0,Palmeiras,2,3,14,12,78,25,17,16,12,10,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Santos,Sport Recife,0,5,7,9,81,21,21,8,15,13,0,0,0,0,Santos,2,5,15,15,76,24,20,21,14,7,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Red Bull Bragantino,Sport Recife,0,6,10,10,78,28,23,14,17,7,0,0,0,0,Red Bull Bragantino,4,4,11,11,75,15,19,10,11,10,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Bahia,Sport Recife,1,2,16,6,61,14,10,9,18,11,0,0,0,0,Bahia,1,6,12,9,59,14,13,13,11,15,0,0,0,0
"2022",Campeonato Brasileiro,Sport Recife x Atlético Goianiense,Sport Recife,0,2,11,13,76,18,21,14,9,13,0,0,0,0,Atlético Goianiense,1,5,14,13,70,16,16,23,10,11,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x América Mineiro,Bahia,0,2,8,10,78,21,14,14,21,8,0,0,0,0,América Mineiro,1,2,9,9,80,22,21,17,13,8,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Atlético Mineiro,Bahia,1,6,12,14,72,15,19,13,17,13,0,0,0,0,Atlético Mineiro,0,3,13,9,74,15,23,11,13,11,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Athletico Paranaense,Bahia,0,6,12,7,92,31,30,14,12,9,0,0,0,0,Athletico Paranaense,1,1,10,13,94,28,19,17,11,12,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Ceará,Bahia,0,4,11,9,79,13,17,9,21,7,0,0,0,0,Ceará,1,0,8,13,86,28,26,10,19,11,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Fortaleza,Bahia,0,3,5,11,83,28,14,13,23,9,0,0,0,0,Fortaleza,1,1,10,9,90,23,22,14,12,5,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Flamengo,Bahia,3,8,11,14,77,19,25,15,13,15,0,0,0,0,Flamengo,2,3,17,9,80,15,29,10,10,8,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Fluminense,Bahia,1,3,8,10,72,20,13,17,24,6,0,0,0,0,Fluminense,2,5,8,9,67,8,21,8,16,7,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Cuiabá,Bahia,2,4,13,21,81,28,23,10,16,18,0,0,0,0,Cuiabá,0,4,18,6,84,18,23,11,10,11,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Grêmio,Bahia,1,0,15,10,72,21,13,19,14,17,0,0,0,0,Grêmio,1,1,18,7,68,18,24,7,16,14,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x International,Bahia,0,6,14,11,78,23,29,11,12,15,0,0,0,0,International,2,1,17,13,81,20,21,12,15,14,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Chapecoense,Bahia,4,3,20,8,67,17,29,20,7,8,0,0,0,0,Chapecoense,0,1,8,12,87,17,15,12,15,16,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Juventude,Bahia,1,2,14,8,76,17,19,18,8,11,0,0,0,0,Juventude,0,3,11,13,81,26,23,15,14,13,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x São Paulo,Bahia,0,3,7,9,72,15,14,10,15,14,0,0,0,0,São Paulo,0,2,14,13,75,25,19,19,17,7,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Corinthians,Bahia,1,9,12,12,81,19,27,13,13,10,0,0,0,0,Corinthians,0,3,10,15,90,26,25,10,17,11,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Palmeiras,Bahia,1,7,11,9,69,17,20,10,17,14,0,0,0,0,Palmeiras,0,2,14,7,74,16,19,9,16,10,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Santos,Bahia,0,7,8,7,69,12,24,13,9,14,0,0,0,0,Santos,0,5,14,8,77,16,26,14,15,8,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Red Bull Bragantino,Bahia,1,7,13,11,65,13,19,13,11,12,0,0,0,0,Red Bull Bragantino,0,1,12,6,74,19,18,17,8,12,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Sport Recife,Bahia,1,3,16,17,60,15,7,13,17,15,0,0,0,0,Sport Recife,1,3,16,11,62,18,18,11,12,15,0,0,0,0
"2022",Campeonato Brasileiro,Bahia x Atlético Goianiense,Bahia,1,9,8,13,69,14,11,14,17,11,0,0,0,0,Atlético Goianiense,0,3,11,8,71,21,22,10,15,7,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x América Mineiro,Atlético Goianiense,0,4,8,5,76,19,19,15,15,8,0,0,0,0,América Mineiro,0,7,8,12,74,15,21,18,11,8,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Atlético Mineiro,Atlético Goianiense,2,6,9,8,78,13,22,16,16,9,0,0,0,0,Atlético Mineiro,1,1,10,17,78,19,27,12,17,7,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Athletico Paranaense,Atlético Goianiense,0,7,8,9,72,18,21,13,14,11,0,0,0,0,Athletico Paranaense,1,4,12,10,73,18,20,15,14,8,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Ceará,Atlético Goianiense,0,7,16,10,67,17,19,7,15,12,0,0,0,0,Ceará,1,5,13,14,73,20,17,10,12,16,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Fortaleza,Atlético Goianiense,2,3,11,16,79,25,27,16,22,10,0,0,0,0,Fortaleza,0,5,10,9,82,11,29,9,14,9,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Flamengo,Atlético Goianiense,0,2,12,15,89,28,26,13,14,10,0,0,0,0,Flamengo,2,4,12,17,88,26,23,17,11,12,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Fluminense,Atlético Goianiense,3,5,12,4,69,15,15,12,14,8,0,0,0,0,Fluminense,0,5,8,8,71,25,15,14,18,9,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Cuiabá,Atlético Goianiense,3,8,13,15,75,17,17,19,10,10,0,0,0,0,Cuiabá,0,4,10,15,75,25,23,8,17,10,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Grêmio,Atlético Goianiense,0,2,13,16,83,26,25,12,14,10,0,0,0,0,Grêmio,0,7,10,17,81,23,19,10,21,13,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x International,Atlético Goianiense,0,3,12,10,68,18,16,14,16,15,0,0,0,0,International,0,6,15,10,74,14,25,13,9,12,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Chapecoense,Atlético Goianiense,0,5,10,6,68,17,18,12,16,12,0,0,0,0,Chapecoense,1,4,13,10,81,18,23,11,15,10,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Juventude,Atlético Goianiense,1,5,15,8,77,19,24,13,15,11,0,0,0,0,Juventude,1,4,12,12,84,20,26,12,12,14,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x São Paulo,Atlético Goianiense,0,4,11,9,71,13,20,20,6,7,0,0,0,0,São Paulo,0,6,7,10,71,22,17,17,20,11,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Corinthians,Atlético Goianiense,1,3,10,7,77,26,19,11,13,11,0,0,0,0,Corinthians,3,3,14,19,80,23,15,12,17,9,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Palmeiras,Atlético Goianiense,0,4,10,9,75,17,15,14,15,11,0,0,0,0,Palmeiras,1,7,12,6,70,20,25,14,13,10,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Santos,Atlético Goianiense,0,4,15,14,83,25,31,15,13,11,0,0,0,0,Santos,0,2,11,18,98,24,27,12,14,15,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Red Bull Bragantino,Atlético Goianiense,1,6,10,15,73,23,26,15,13,8,0,0,0,0,Red Bull Bragantino,0,7,8,14,82,11,18,9,16,9,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Sport Recife,Atlético Goianiense,0,2,7,13,80,16,21,13,15,12,0,0,0,0,Sport Recife,1,2,13,13,71,17,19,21,16,7,0,0,0,0
"2022",Campeonato Brasileiro,Atlético Goianiense x Bahia,Atlético Goianiense,0,3,14,9,75,19,17,11,21,10,0,0,0,0,Bahia,3,4,13,16,75,13,26,12,5,14,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Botafogo,Vasco da Gama,0,2,10,17,79,26,18,15,21,3,0,0,0,0,Botafogo,2,5,5,12,79,19,17,10,18,10,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Cruzeiro,Vasco da Gama,5,6,12,13,71,17,21,19,11,7,0,0,0,0,Cruzeiro,0,1,7,11,83,23,16,15,17,7,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Operário,Vasco da Gama,2,7,14,7,71,14,21,12,16,8,0,0,0,0,Operário,0,1,8,12,77,25,19,12,17,12,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Coritiba,Vasco da Gama,1,3,15,14,71,16,19,13,15,7,0,0,0,0,Coritiba,1,7,8,7,71,16,21,16,8,14,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Goiás,Vasco da Gama,1,4,14,8,80,16,22,14,13,12,0,0,0,0,Goiás,0,8,12,6,65,12,25,14,8,13,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Guarani,Vasco da Gama,0,0,10,16,80,25,17,17,15,9,0,0,0,0,Guarani,0,4,9,8,71,20,14,21,12,10,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Avaí,Vasco da Gama,0,3,8,24,96,33,21,13,16,10,0,0,0,0,Avaí,0,6,10,9,85,31,22,16,16,8,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x CRB,Vasco da Gama,0,4,17,18,73,22,25,18,7,10,0,0,0,0,CRB,0,9,10,16,80,20,24,11,13,17,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x CSA,Vasco da Gama,1,3,10,10,76,23,19,11,14,7,0,0,0,0,CSA,2,10,9,9,70,21,18,20,10,9,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Náutico,Vasco da Gama,1,2,7,17,93,23,24,14,18,7,0,0,0,0,Náutico,2,5,9,18,93,29,33,16,18,6,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Sampaio Corrêa,Vasco da Gama,0,3,12,13,76,20,20,16,13,10,0,0,0,0,Sampaio Corrêa,1,1,11,14,79,24,18,15,18,12,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Vila Nova,Vasco da Gama,0,5,14,22,81,18,21,17,9,17,0,0,0,0,Vila Nova,0,1,17,9,68,17,23,9,14,14,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Ponte Preta,Vasco da Gama,1,5,12,11,76,24,25,14,15,7,0,0,0,0,Ponte Preta,2,5,9,12,83,19,18,15,13,11,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Brusque,Vasco da Gama,0,3,11,15,87,23,19,14,16,10,0,0,0,0,Brusque,1,6,11,16,84,26,29,11,15,11,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Remo,Vasco da Gama,2,0,10,9,78,18,17,15,10,11,0,0,0,0,Remo,0,10,11,9,61,15,20,16,15,8,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Londrina,Vasco da Gama,0,6,9,17,87,27,24,16,19,10,0,0,0,0,Londrina,0,2,10,15,86,21,24,10,16,9,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Vitória,Vasco da Gama,2,1,11,18,82,27,18,17,8,10,0,0,0,0,Vitória,1,12,11,7,68,18,21,14,11,9,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Confiança,Vasco da Gama,1,3,14,11,75,17,20,8,11,6,0,0,0,0,Confiança,0,10,6,10,72,28,17,13,20,13,0,0,0,0
"2022",Campeonato Brasileiro,Vasco da Gama x Brasil de Pelotas,Vasco da Gama,0,2,13,13,91,26,25,18,12,7,0,0,0,0,Brasil de Pelotas,0,6,7,14,88,25,25,17,10,13,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Vasco da Gama,Botafogo,0,7,11,17,77,22,18,14,13,11,0,0,0,0,Vasco da Gama,0,7,11,15,79,23,23,14,9,11,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Cruzeiro,Botafogo,2,6,10,13,75,18,27,13,10,12,0,0,0,0,Cruzeiro,1,6,13,17,78,14,23,13,14,8,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Operário,Botafogo,2,3,9,14,84,24,18,16,15,7,0,0,0,0,Operário,1,5,8,12,79,28,21,12,21,7,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Coritiba,Botafogo,2,4,12,15,78,22,21,15,14,11,0,0,0,0,Coritiba,0,3,11,18,84,19,21,13,12,10,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Goiás,Botafogo,0,5,10,10,82,21,19,14,10,10,0,0,0,0,Goiás,3,3,13,13,86,30,24,16,14,10,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Guarani,Botafogo,1,2,17,9,73,22,25,12,10,11,0,0,0,0,Guarani,2,3,13,15,81,20,17,16,11,16,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Avaí,Botafogo,0,4,16,17,88,24,34,11,17,8,0,0,0,0,Avaí,0,2,8,20,89,22,25,12,14,16,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x CRB,Botafogo,0,5,12,20,82,21,24,11,12,11,0,0,0,0,CRB,1,8,12,16,76,22,25,11,15,12,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x CSA,Botafogo,1,1,14,11,78,21,26,17,9,8,0,0,0,0,CSA,3,2,11,13,87,22,21,19,12,13,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Náutico,Botafogo,1,3,9,10,73,19,15,17,17,7,0,0,0,0,Náutico,0,1,7,13,87,25,20,18,14,8,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Sampaio Corrêa,Botafogo,1,8,8,9,64,11,17,11,16,11,0,0,0,0,Sampaio Corrêa,2,3,13,12,67,13,20,16,11,7,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Vila Nova,Botafogo,0,3,11,13,72,18,22,16,11,10,0,0,0,0,Vila Nova,0,5,10,10,67,15,15,15,17,11,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Ponte Preta,Botafogo,1,4,10,17,69,11,11,16,15,10,0,0,0,0,Ponte Preta,0,7,10,6,62,12,21,18,8,9,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Brusque,Botafogo,1,5,8,12,73,24,19,19,17,9,0,0,0,0,Brusque,0,5,9,6,75,15,22,16,10,7,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Remo,Botafogo,0,2,13,10,75,20,16,15,18,11,0,0,0,0,Remo,0,2,11,14,81,22,23,10,17,13,0,0,0,0
"2022",Campeonato Brasileiro,Botafogo x Londrina,Botafogo,2,3,14,18,86,22,28,17,13,6,0,0,0,0,Londrina,2,3,8,12,85,25,24,15,16,12,0,0,0,0
